TimeDeltaIndex,Time_s,COP,P_elec_kW,P_cond_kW,T_cond_in_degC,T_cond_out_degC,T_eva_in_degC,T_eva_out_degC,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
1953000,1953003.88,2.03,1797.95,3655.01,50,84.57,12.85,10.85,10.43,2293.9,77.28,50,1
1953600,1953603.88,2.03,1796.12,3651.96,50,84.48,12.85,10.85,10.5,2285.85,77.25,50,1
1954200,1954203.88,2.03,1794.29,3648.91,50,84.39,12.85,10.85,10.57,2277.8,77.22,50,1
1954800,1954802,2.03,1791.56,3642.46,50,84.3,12.85,10.85,10.67,2265.75,77.17,50,1
1955400,1955403.88,2.03,1791.15,3641.99,50,84.27,12.85,10.85,10.7,2261.71,77.15,50,1
1956000,1956003.88,2.03,1789.77,3637.9,50,84.25,12.85,10.85,10.63,2254.55,77.18,50,1
1956600,1956603.88,2.03,1788.4,3633.81,50,84.22,12.85,10.85,10.57,2247.39,77.22,50,1
1957200,1957203.88,2.03,1787.02,3629.72,50,84.2,12.85,10.85,10.5,2240.23,77.25,50,1
1957800,1958102,2.03,1784.14,3620.59,50,84.16,12.85,10.85,10.4,2229.49,77.3,50,1
1958400,1958403.88,2.03,1784.4,3622.03,50,84.15,12.85,10.85,10.3,2218.8,77.35,50,1
1959000,1959003.88,2.03,1790.71,3642.71,50,84.22,12.85,10.84,10.3,2218.85,77.35,50,1
1959600,1959603.88,2.04,1797.01,3663.4,50,84.28,12.85,10.84,10.07,2226.27,77.47,50,1
1960200,1960203.88,2.04,1803.31,3684.08,50,84.35,12.85,10.84,9.83,2233.69,77.58,50,1
1960800,1960803.88,2.05,1809.59,3704.77,50,84.42,12.85,10.84,9.6,2241.11,77.7,50,1
1961400,1961702,2.06,1824.75,3757.39,50,84.52,12.85,10.84,9.25,2252.24,77.88,50,1
1962000,1962003.88,2.06,1822.15,3746.15,50,84.55,12.85,10.84,8.9,2263.32,78.05,50,1
1962600,1962603.88,2.07,1835.82,3797.11,50,84.56,12.85,10.82,8.9,2263.49,78.05,50,1
1963200,1963203.88,2.08,1849.42,3848.08,50,84.57,12.85,10.82,8.58,2289.52,78.21,50,1
1963800,1963803.88,2.09,1862.96,3899.05,50,84.58,12.85,10.82,8.26,2315.55,78.37,50,1
1964400,1964403.88,2.11,1876.43,3950.03,50,84.58,12.85,10.82,7.95,2341.59,78.53,50,1
1965000,1965302,2.12,1896.47,4026.32,50,84.6,12.85,10.82,7.47,2380.64,78.76,50,1
1965600,1965603.88,2.13,1903.15,4051.84,50,84.6,12.85,10.82,7,2419.52,79,50,1
1966200,1966203.88,2.14,1911.13,4082.29,50,84.61,12.85,10.83,7,2419.63,79,50,1
1966800,1966803.88,2.14,1919.09,4112.75,50,84.62,12.85,10.83,6.85,2436.76,79.08,50,1
1967400,1967403.88,2.15,1927.04,4143.2,50,84.63,12.85,10.83,6.7,2453.89,79.15,50,1
1968000,1968003.88,2.16,1934.95,4173.65,50,84.63,12.85,10.83,6.55,2471.01,79.23,50,1
1968600,1968902,2.17,1946.88,4219.67,50,84.65,12.85,10.83,6.32,2496.71,79.34,50,1
1969200,1969204,2.17,1950.69,4234.38,50,84.65,12.85,10.83,6.1,2522.28,79.45,50,1
1969800,1969804,2.17,1951.4,4236.79,50,84.66,12.85,10.84,6.1,2522.31,79.45,50,1
1970400,1970404,2.17,1952.12,4239.2,50,84.67,12.85,10.84,5.93,2526.96,79.53,50,1
1971000,1971004,2.17,1952.83,4241.61,50,84.68,12.85,10.84,5.77,2531.6,79.62,50,1
1971600,1971604,2.17,1953.55,4244.02,50,84.68,12.85,10.84,5.6,2536.24,79.7,50,1
1972200,1972502,2.18,1957.45,4258.8,50,84.7,12.85,10.84,5.35,2543.2,79.83,50,1
1972800,1972804,2.17,1955.04,4249.1,50,84.7,12.85,10.84,5.1,2550.13,79.95,50,1
1973400,1973404,2.18,1964.98,4287.37,50,84.72,12.85,10.83,5.1,2550.3,79.95,50,1
1974000,1974004,2.19,1974.89,4325.64,50,84.73,12.85,10.83,4.93,2575.21,80.03,50,1
1974600,1974604,2.2,1984.77,4363.91,50,84.75,12.85,10.83,4.77,2600.13,80.12,50,1
1975200,1975204,2.21,1994.62,4402.18,50,84.77,12.85,10.83,4.6,2625.04,80.2,50,1
1975800,1976102,2.22,2009.34,4459.59,50,84.79,12.85,10.83,4.35,2662.41,80.33,50,1
1976400,1976404,2.22,2014.2,4478.59,50,84.8,12.85,10.83,4.1,2699.62,80.45,50,1
1977000,1977004,2.23,2020.14,4501.95,50,84.81,12.85,10.83,4.1,2699.75,80.45,50,1
1977600,1977604,2.23,2026.07,4525.3,50,84.82,12.85,10.83,3.95,2718.75,80.53,50,1
1978200,1978204,2.24,2031.99,4548.66,50,84.83,12.85,10.83,3.8,2737.75,80.6,50,1
1978800,1978804,2.24,2037.9,4572.02,50,84.83,12.85,10.83,3.65,2756.75,80.68,50,1
1979400,1979404,2.25,2043.79,4595.38,50,84.84,12.85,10.83,3.5,2775.76,80.75,50,1
1980000,1980002,2.25,2049.76,4619.06,50,84.85,12.85,10.83,3.27,2804.2,80.86,50,1
1980600,1980604,2.24,2032.58,4549.35,50,84.86,12.85,10.87,3.2,2813.44,80.9,50,1
1981200,1981204,2.22,2015.52,4480.56,50,84.87,12.85,10.88,3.03,2784.19,80.98,50,1
1981800,1981804,2.21,1998.37,4411.78,50,84.88,12.85,10.88,2.87,2754.93,81.07,50,1
1982400,1982404,2.19,1981.11,4343,50,84.88,12.85,10.88,2.7,2725.67,81.15,50,1
1983000,1983004,2.18,1963.75,4274.22,50,84.89,12.85,10.88,2.53,2696.41,81.23,50,1
1983600,1983602,2.16,1947.14,4208.78,50,84.9,12.85,10.88,2.28,2652.62,81.36,50,1
1984200,1984204,2.14,1918.92,4098.76,50,84.91,12.85,10.89,2.2,2637.75,81.4,50,1
1984800,1984804,2.11,1891.35,3992.34,50,84.92,12.85,10.9,2.05,2586.6,81.48,50,1
1985400,1985404,2.09,1863.49,3885.92,50,84.93,12.85,10.9,1.9,2535.45,81.55,50,1
1986000,1986004,2.06,1835.33,3779.5,50,84.93,12.85,10.9,1.75,2484.3,81.63,50,1
1986600,1986604,2.03,1806.86,3673.08,50,84.94,12.85,10.9,1.6,2433.15,81.7,50,1
1987200,1987202,2.01,1778.3,3567.52,50,84.95,12.85,10.9,1.37,2356.59,81.81,50,1
1987800,1987804,2.01,1781.83,3580.13,50,84.96,12.85,10.85,1.3,2331.27,81.85,50,1
1988400,1988404,2.01,1785.38,3592.82,50,84.97,12.85,10.84,1.18,2343.74,81.91,50,1
1989000,1989004,2.02,1788.92,3605.51,50,84.98,12.85,10.84,1.07,2356.22,81.97,50,1
1989600,1989604,2.02,1792.46,3618.2,50,84.98,12.85,10.84,0.95,2368.69,82.03,50,1
1990200,1990204,2.02,1796,3630.89,50,84.99,12.85,10.84,0.83,2381.16,82.08,50,1
1990800,1990802,2.03,1800.72,3647.99,50,85,12.85,10.84,0.66,2399.83,82.17,50,1
1991400,1991404,2.03,1801.24,3649.22,50,85.02,12.85,10.84,0.6,2406.09,82.2,50,1
1992000,1992004,2.03,1802.95,3654.88,50,85.03,12.85,10.84,0.47,2416.04,82.27,50,1
1992600,1992604,2.03,1804.67,3660.54,50,85.05,12.85,10.84,0.33,2425.99,82.33,50,1
1993200,1993204,2.03,1806.38,3666.2,50,85.07,12.85,10.84,0.2,2435.94,82.4,50,1
1993800,1993804,2.03,1808.09,3671.86,50,85.08,12.85,10.84,0.07,2445.89,82.47,50,1
1994400,1994402,2.03,1811.68,3684.5,50,85.1,12.85,10.84,-0.13,2460.78,82.57,50,1
1995000,1995004,2.04,1815.39,3697.92,50,85.11,12.85,10.84,-0.2,2465.86,82.6,50,1
1995600,1995604,2.04,1820.96,3718.24,50,85.12,12.85,10.84,-0.32,2485.9,82.66,50,1
1996200,1996204,2.05,1826.51,3738.56,50,85.13,12.85,10.84,-0.43,2505.94,82.72,50,1
1996800,1996804,2.05,1832.05,3758.89,50,85.13,12.85,10.84,-0.55,2525.99,82.78,50,1
1997400,1997702,2.06,1840.77,3790.99,50,85.15,12.85,10.84,-0.73,2556.05,82.86,50,1
1998000,1998004,2.06,1843.1,3799.54,50,85.15,12.85,10.84,-0.9,2585.98,82.95,50,1
1998600,1998604,2.07,1847.36,3815.5,50,85.15,12.85,10.84,-0.9,2586.11,82.95,50,1
1999200,1999204,2.07,1851.62,3831.53,50,85.15,12.85,10.84,-0.97,2605.12,82.98,50,1
1999800,1999804,2.07,1855.88,3847.56,50,85.15,12.85,10.84,-1.03,2624.13,83.02,50,1
2000400,2000404,2.08,1860.13,3863.59,50,85.15,12.85,10.84,-1.1,2643.14,83.05,50,1
2001000,2001302,2.08,1866.43,3887.4,50,85.15,12.85,10.84,-1.2,2671.65,83.1,50,1
2001600,2001604,2.08,1868.65,3895.76,50,85.15,12.85,10.84,-1.3,2700.04,83.15,50,1
2002200,2002204,2.09,1876.68,3925.85,50,85.16,12.85,10.83,-1.3,2700.23,83.15,50,1
2002800,2002804,2.1,1884.69,3955.93,50,85.17,12.85,10.83,-1.38,2728.84,83.19,50,1
2003400,2003404,2.11,1892.67,3986.02,50,85.18,12.85,10.83,-1.47,2757.44,83.23,50,1
2004000,2004004,2.11,1900.64,4016.1,50,85.18,12.85,10.83,-1.55,2786.05,83.28,50,1
2004600,2004902,2.12,1912.68,4061.75,50,85.2,12.85,10.83,-1.68,2828.96,83.34,50,1
2005200,2005204,2.13,1916.62,4076.7,50,85.2,12.85,10.83,-1.8,2871.67,83.4,50,1
2005800,2005804,2.15,1941.88,4174.39,50,85.2,12.85,10.81,-1.8,2872.18,83.4,50,1
2006400,2006404,2.17,1966.92,4272.09,50,85.2,12.85,10.8,-1.87,2947.65,83.43,50,1
2007000,2007004,2.19,1991.75,4369.79,50,85.2,12.85,10.8,-1.93,3023.13,83.47,50,1
2007600,2007604,2.22,2016.38,4467.49,50,85.2,12.85,10.8,-2,3098.61,83.5,50,1
2008200,2008502,2.25,2052.79,4613.51,50,85.2,12.85,10.8,-2.1,3211.83,83.55,50,1
2008800,2008804,2.26,2065.1,4663.14,49.99,85.2,12.85,10.8,-2.2,3324.54,83.6,50,1
2009400,2009404,2.29,2097.33,4793.79,49.13,85.21,12.85,10.79,-2.2,3325.22,83.6,50,1
2010000,2010004,2.31,2129.26,4924.45,48.26,85.22,12.85,10.78,-2.25,3426.93,83.63,50,1
2010600,2010604,2.34,2160.88,5055.11,47.39,85.23,12.85,10.78,-2.3,3528.64,83.65,50,1
2011200,2011204,2.37,2192.23,5185.77,46.53,85.23,12.85,10.78,-2.35,3630.35,83.68,50,1
2011800,2012102,2.4,2238.75,5381.94,45.24,85.25,12.85,10.78,-2.43,3782.91,83.71,50,1
2012400,2012404,2.42,2253.94,5446.35,44.8,85.25,12.85,10.78,-2.5,3934.79,83.75,50,1
2013000,2013004,2.42,2259.97,5472.16,44.6,85.25,12.85,10.81,-2.5,3935,83.75,50,1
2013600,2013604,2.43,2266,5497.97,44.41,85.25,12.85,10.83,-2.55,3966.63,83.78,50,1
2014200,2014204,2.43,2272.01,5523.78,44.22,85.25,12.85,10.83,-2.6,3998.26,83.8,50,1
2014800,2014804,2.44,2278.02,5549.59,44.02,85.25,12.85,10.83,-2.65,4029.89,83.83,50,1
2015400,2015702,2.44,2286.98,5588.2,43.73,85.25,12.85,10.83,-2.73,4077.33,83.86,50,1
2016000,2016004,2.45,2289.89,5600.73,43.64,85.25,12.85,10.83,-2.8,4124.55,83.9,50,1
2016600,2016604,2.44,2280.2,5559.48,43.94,85.24,12.85,10.85,-2.8,4124.44,83.9,50,1
2017200,2017204,2.43,2270.48,5518.23,44.24,85.23,12.85,10.86,-2.78,4106.92,83.89,50,1
2017800,2017804,2.42,2260.75,5476.99,44.54,85.22,12.85,10.86,-2.77,4089.4,83.88,50,1
2018400,2018404,2.41,2250.99,5435.74,44.84,85.22,12.85,10.87,-2.75,4071.88,83.87,50,1
2019000,2019004,2.41,2241.2,5394.5,45.14,85.21,12.85,10.87,-2.73,4054.36,83.87,50,1
2019600,2019602,2.4,2231.24,5352.61,45.44,85.2,12.85,10.87,-2.71,4028.15,83.85,50,1
2020200,2020204,2.39,2210.59,5273.86,45.88,85.05,12.85,10.88,-2.7,4019.14,83.85,50,1
2020800,2020804,2.37,2189.91,5195.2,46.32,84.9,12.85,10.88,-2.52,3973.05,83.76,50,1
2021400,2021404,2.36,2169.17,5116.55,46.76,84.75,12.85,10.88,-2.33,3926.96,83.67,50,1
2022000,2022004,2.34,2148.36,5037.89,47.2,84.6,12.85,10.88,-2.15,3880.88,83.57,50,1
2022600,2022604,2.33,2127.49,4959.24,47.64,84.45,12.85,10.88,-1.97,3834.79,83.48,50,1
2023200,2023202,2.32,2105.86,4877.68,48.07,84.3,12.85,10.89,-1.69,3765.82,83.35,50,1
2023800,2023804,2.31,2088.45,4816.18,48.36,84.11,12.85,10.88,-1.6,3742.69,83.3,50,1
2024400,2024404,2.3,2070.32,4751.83,48.65,83.92,12.85,10.88,-1.43,3705.98,83.22,50,1
2025000,2025004,2.28,2052.15,4687.47,48.94,83.72,12.85,10.88,-1.27,3669.27,83.13,50,1
2025600,2025604,2.27,2033.94,4623.12,49.23,83.53,12.85,10.88,-1.1,3632.56,83.05,50,1
2026200,2026204,2.26,2015.7,4558.76,49.52,83.34,12.85,10.88,-0.93,3595.85,82.97,50,1
2026800,2026802,2.25,1997.34,4494.11,49.8,83.15,12.85,10.88,-0.68,3540.92,82.84,50,1
2027400,2027404,2.24,1981.21,4433.61,49.84,83.06,12.85,10.88,-0.6,3522.44,82.8,50,1
2028000,2028004,2.23,1964.86,4372.44,49.87,82.97,12.85,10.88,-0.45,3485.7,82.72,50,1
2028600,2028604,2.21,1948.45,4311.27,49.9,82.87,12.85,10.88,-0.3,3448.96,82.65,50,1
2029200,2029204,2.2,1931.98,4250.1,49.93,82.78,12.85,10.88,-0.15,3412.22,82.57,50,1
2029800,2029804,2.19,1915.44,4188.93,49.97,82.69,12.85,10.88,0,3375.48,82.5,50,1
2030400,2030402,2.17,1897.04,4120.65,50,82.6,12.85,10.88,0.23,3320.49,82.39,50,1
2031000,2031004,2.17,1890.56,4097.52,50,82.55,12.85,10.86,0.3,3302.14,82.35,50,1
2031600,2031604.12,2.16,1882.16,4066.93,50,82.5,12.85,10.86,0.42,3286.18,82.29,50,1
2032200,2032204.12,2.15,1873.75,4036.33,50,82.45,12.85,10.86,0.53,3270.21,82.23,50,1
2032800,2032804.12,2.15,1865.32,4005.74,50,82.4,12.85,10.86,0.65,3254.24,82.17,50,1
2033400,2033404.12,2.14,1856.87,3975.15,50,82.35,12.85,10.86,0.77,3238.28,82.12,50,1
2034000,2034002,2.13,1841.98,3919.63,50,82.3,12.85,10.86,0.94,3214.38,82.03,50,1
2034600,2034604.12,2.13,1840.69,3915.44,50,82.28,12.85,10.86,1,3206.34,82,50,1
2035200,2035204.12,2.12,1832.93,3886.19,50,82.27,12.85,10.86,1.07,3189.87,81.97,50,1
2035800,2035804.12,2.11,1825.14,3856.94,50,82.25,12.85,10.86,1.13,3173.4,81.93,50,1
2036400,2036404.12,2.11,1817.34,3827.69,50,82.23,12.85,10.86,1.2,3156.93,81.9,50,1
2037000,2037302,2.1,1805.52,3783.57,50,82.21,12.85,10.86,1.3,3132.23,81.85,50,1
2037600,2037604.12,2.09,1801.66,3769.2,50,82.2,12.85,10.86,1.4,3107.64,81.8,50,1
2038200,2038204.12,2.09,1794.21,3741.54,50,82.18,12.85,10.86,1.4,3107.53,81.8,50,1
2038800,2038804.12,2.08,1786.74,3713.87,50,82.17,12.85,10.86,1.42,3091.5,81.79,50,1
2039400,2039404.12,2.07,1779.25,3686.2,50,82.15,12.85,10.86,1.43,3075.47,81.78,50,1
2040000,2040004.12,2.06,1771.73,3658.54,50,82.13,12.85,10.86,1.45,3059.44,81.77,50,1
2040600,2040902,2.05,1758.69,3610.53,50,82.11,12.85,10.86,1.48,3035.4,81.76,50,1
2041200,2041204.12,2.05,1756.73,3603.5,50,82.1,12.85,10.86,1.5,3011.47,81.75,50,1
2041800,2041804.12,2.05,1757.65,3606.61,50,82.11,12.85,10.85,1.5,3011.52,81.75,50,1
2042400,2042404.12,2.05,1758.57,3609.72,50,82.12,12.85,10.85,1.45,3019.48,81.78,50,1
2043000,2043004.12,2.05,1759.5,3612.83,50,82.13,12.85,10.84,1.4,3027.45,81.8,50,1
2043600,2043604.12,2.05,1760.42,3615.95,50,82.13,12.85,10.84,1.35,3035.41,81.83,50,1
2044200,2044502,2.06,1763.82,3628.22,50,82.15,12.85,10.84,1.27,3047.36,81.86,50,1
2044800,2044804.12,2.06,1762.36,3622.52,50,82.15,12.85,10.84,1.2,3059.25,81.9,50,1
2045400,2045404.12,2.06,1767.5,3638.32,50,82.23,12.85,10.84,1.2,3059.37,81.9,50,1
2046000,2046004.12,2.06,1772.63,3654.13,50,82.32,12.85,10.84,1.08,3077.08,81.96,50,1
2046600,2046604.12,2.06,1777.77,3669.94,50,82.4,12.85,10.84,0.97,3094.78,82.02,50,1
2047200,2047204.12,2.07,1782.9,3685.75,50,82.48,12.85,10.84,0.85,3112.48,82.08,50,1
2047800,2048102,2.08,1794.57,3724.59,50,82.61,12.85,10.84,0.67,3139.04,82.16,50,1
2048400,2048404.12,2.07,1793.11,3717.24,50,82.65,12.85,10.84,0.5,3165.47,82.25,50,1
2049000,2049004.12,2.08,1800.25,3743.21,50,82.68,12.85,10.83,0.5,3165.66,82.25,50,1
2049600,2049604.12,2.09,1807.38,3769.18,50,82.7,12.85,10.83,0.37,3192.78,82.32,50,1
2050200,2050204.12,2.09,1814.49,3795.16,50,82.73,12.85,10.83,0.23,3219.9,82.38,50,1
2050800,2050804.12,2.1,1821.59,3821.13,50,82.75,12.85,10.83,0.1,3247.02,82.45,50,1
2051400,2051702,2.11,1832.22,3860.18,50,82.79,12.85,10.83,-0.1,3287.7,82.55,50,1
2052000,2052004.12,2.11,1835.74,3873.13,50,82.8,12.85,10.83,-0.3,3328.19,82.65,50,1
2052600,2052604.12,2.12,1844.92,3907.32,50,82.83,12.85,10.83,-0.3,3328.42,82.65,50,1
2053200,2053204.12,2.13,1854.08,3941.5,50,82.85,12.85,10.83,-0.35,3362.55,82.68,50,1
2053800,2053804.12,2.13,1863.21,3975.69,50,82.88,12.85,10.83,-0.4,3396.67,82.7,50,1
2054400,2054404.12,2.14,1872.31,4009.87,50,82.9,12.85,10.83,-0.45,3430.79,82.73,50,1
2055000,2055302,2.15,1885.98,4061.41,50,82.94,12.85,10.83,-0.53,3481.98,82.76,50,1
2055600,2055604.12,2.16,1890.36,4077.95,50,82.95,12.85,10.83,-0.6,3532.93,82.8,50,1
2056200,2056204.12,2.16,1888.8,4070.67,50,82.98,12.85,10.84,-0.6,3532.92,82.8,50,1
2056800,2056804.12,2.15,1887.23,4063.38,50,83,12.85,10.85,-0.63,3532.46,82.82,50,1
2057400,2057404.12,2.15,1885.66,4056.09,50,83.03,12.85,10.85,-0.67,3532,82.83,50,1
2058000,2058004.12,2.15,1884.09,4048.81,50,83.05,12.85,10.85,-0.7,3531.53,82.85,50,1
2058600,2058604.12,2.15,1882.52,4041.52,50,83.08,12.85,10.85,-0.73,3531.07,82.87,50,1
2059200,2059202,2.15,1885.17,4050.76,50,83.1,12.85,10.85,-0.78,3530.38,82.89,50,1
2059800,2059804.12,2.14,1878.16,4022.26,50,83.13,12.85,10.85,-0.8,3530.11,82.9,50,1
2060400,2060404.12,2.14,1875.38,4010.32,50,83.15,12.85,10.85,-0.83,3525.05,82.92,50,1
2061000,2061004.12,2.14,1872.6,3998.38,50,83.18,12.85,10.85,-0.87,3519.98,82.93,50,1
2061600,2061604.12,2.13,1869.81,3986.45,50,83.2,12.85,10.85,-0.9,3514.92,82.95,50,1
2062200,2062204.12,2.13,1867.01,3974.51,50,83.23,12.85,10.85,-0.93,3509.86,82.97,50,1
2062800,2062802,2.13,1867.28,3974.45,50,83.25,12.85,10.85,-0.98,3502.28,82.99,50,1
2063400,2063404.12,2.12,1863.67,3959.33,50,83.28,12.85,10.85,-1,3499.77,83,50,1
2064000,2064004.12,2.12,1863.11,3956.04,50,83.3,12.85,10.85,-1.03,3501.4,83.02,50,1
2064600,2064604.12,2.12,1862.55,3952.75,50,83.33,12.85,10.85,-1.07,3503.03,83.03,50,1
2065200,2065204.12,2.12,1861.98,3949.45,50,83.35,12.85,10.85,-1.1,3504.66,83.05,50,1
2065800,2065804.12,2.12,1861.42,3946.16,50,83.38,12.85,10.85,-1.13,3506.29,83.07,50,1
2066400,2066402,2.13,1875.94,4001.36,50,83.4,12.85,10.85,-1.18,3508.73,83.09,50,1
2067000,2067004.12,2.11,1849.25,3897.19,50,83.43,12.85,10.86,-1.2,3509.3,83.1,50,1
2067600,2067604.12,2.1,1837.67,3851.81,50,83.45,12.85,10.87,-1.25,3474.32,83.13,50,1
2068200,2068204.12,2.08,1826.02,3806.43,50,83.48,12.85,10.87,-1.3,3439.34,83.15,50,1
2068800,2068804.12,2.07,1814.32,3761.05,50,83.5,12.85,10.87,-1.35,3404.36,83.18,50,1
2069400,2069404.12,2.06,1802.55,3715.67,50,83.53,12.85,10.87,-1.4,3369.38,83.2,50,1
2070000,2070002,2.05,1791.26,3672.29,50,83.55,12.85,10.87,-1.48,3317.03,83.24,50,1
2070600,2070604.12,2.04,1777.74,3620.81,50,83.58,12.85,10.87,-1.5,3299.39,83.25,50,1
2071200,2071204.12,2.02,1764.68,3571.36,50,83.6,12.85,10.87,-1.53,3259.73,83.27,50,1
2071800,2071804.12,2.01,1751.55,3521.91,50,83.63,12.85,10.87,-1.57,3220.07,83.28,50,1
2072400,2072404.12,2,1738.33,3472.45,50,83.65,12.85,10.87,-1.6,3180.42,83.3,50,1
2073000,2073004.12,1.98,1725.03,3422.99,50,83.68,12.85,10.87,-1.63,3140.76,83.32,50,1
2073600,2073602,1.97,1711.77,3373.96,50,83.7,12.85,10.87,-1.68,3081.41,83.34,50,1
2074200,2074204.12,1.97,1707.64,3358.09,50,83.73,12.85,10.86,-1.7,3061.64,83.35,50,1
2074800,2074804.12,1.96,1703.54,3342.39,50,83.75,12.85,10.85,-1.78,3049.43,83.39,50,1
2075400,2075404.12,1.96,1699.44,3326.69,50,83.78,12.85,10.85,-1.87,3037.23,83.43,50,1
2076000,2076004.12,1.95,1695.33,3310.99,50,83.8,12.85,10.85,-1.95,3025.03,83.48,50,1
2076600,2076902,1.95,1689.71,3289.5,50,83.84,12.85,10.85,-2.08,3006.73,83.54,50,1
2077200,2077204.12,1.94,1687.1,3279.72,50,83.85,12.85,10.85,-2.2,2988.51,83.6,50,1
2077800,2077804.12,1.94,1686.54,3276.8,50,83.88,12.85,10.85,-2.2,2988.5,83.6,50,1
2078400,2078404.12,1.94,1686,3273.92,50,83.9,12.85,10.85,-2.08,2986.67,83.54,50,1
2079000,2079004.12,1.94,1685.45,3271.03,50,83.93,12.85,10.85,-1.97,2984.84,83.48,50,1
2079600,2079604.12,1.94,1684.89,3268.15,50,83.95,12.85,10.85,-1.85,2983.01,83.42,50,1
2080200,2080502,1.94,1685.11,3267.54,50,83.99,12.85,10.85,-1.67,2980.27,83.34,50,1
2080800,2080804.12,1.94,1683.84,3262.55,50,84,12.85,10.85,-1.5,2977.54,83.25,50,1
2081400,2081404.12,1.94,1688.99,3279.67,50,84.03,12.85,10.84,-1.5,2977.65,83.25,50,1
2082000,2082004.12,1.95,1694.13,3296.79,50,84.07,12.85,10.84,-1.48,2992.87,83.24,50,1
2082600,2082604.12,1.95,1699.26,3313.9,50,84.1,12.85,10.84,-1.47,3008.09,83.23,50,1
2083200,2083204.12,1.95,1704.39,3331.02,50,84.13,12.85,10.84,-1.45,3023.31,83.22,50,1
2083800,2084102,1.96,1715.19,3368,50,84.18,12.85,10.84,-1.42,3046.13,83.21,50,1
2084400,2084404.12,1.96,1714.56,3365.06,50,84.2,12.85,10.84,-1.4,3068.86,83.2,50,1
2085000,2085004.12,1.96,1715.41,3367.81,50,84.21,12.85,10.84,-1.4,3068.89,83.2,50,1
2085600,2085604.12,1.96,1716.26,3370.55,50,84.22,12.85,10.84,-1.42,3072.9,83.21,50,1
2086200,2086204.12,1.96,1717.11,3373.29,50,84.23,12.85,10.84,-1.43,3076.91,83.22,50,1
2086800,2086804.12,1.97,1717.96,3376.03,50,84.23,12.85,10.84,-1.45,3080.93,83.23,50,1
2087400,2087702,1.97,1719.58,3381.41,50,84.25,12.85,10.84,-1.48,3086.94,83.24,50,1
2088000,2088004.12,1.97,1719.69,3381.65,50,84.25,12.85,10.84,-1.5,3092.94,83.25,50,1
2088600,2088604.12,1.97,1724.64,3398.86,50,84.27,12.85,10.84,-1.5,3093.05,83.25,50,1
2089200,2089204.12,1.98,1729.58,3416.09,50,84.28,12.85,10.84,-1.5,3109.51,83.25,50,1
2089800,2089804.12,1.98,1734.52,3433.31,50,84.3,12.85,10.84,-1.5,3125.97,83.25,50,1
2090400,2090404.12,1.98,1739.44,3450.54,50,84.32,12.85,10.84,-1.5,3142.42,83.25,50,1
2091000,2091302,1.99,1746.91,3476.74,50,84.34,12.85,10.84,-1.5,3167.11,83.25,50,1
2091600,2091604.12,1.99,1749.31,3485.15,50,84.35,12.85,10.84,-1.5,3191.68,83.25,50,1
2092200,2092204.12,2,1760.41,3525.04,50,84.37,12.85,10.83,-1.5,3191.92,83.25,50,1
2092800,2092804.12,2.01,1771.47,3564.94,50,84.38,12.85,10.83,-1.47,3226.44,83.23,50,1
2093400,2093404.12,2.02,1782.48,3604.84,50,84.4,12.85,10.83,-1.43,3260.96,83.22,50,1
2094000,2094004.25,2.03,1793.45,3644.73,50,84.42,12.85,10.83,-1.4,3295.48,83.2,50,1
2094600,2094902.12,2.05,1809.97,3705.19,50,84.44,12.85,10.83,-1.35,3347.27,83.17,50,1
2095200,2095204.25,2.05,1815.29,3724.69,50,84.45,12.85,10.83,-1.3,3398.8,83.15,50,1
2095800,2095804.25,2.07,1833.42,3792.32,50,84.46,12.85,10.82,-1.3,3399.21,83.15,50,1
2096400,2096404.25,2.08,1851.42,3859.95,50,84.47,12.85,10.81,-1.28,3457.71,83.14,50,1
2097000,2097004.25,2.1,1869.3,3927.57,50,84.48,12.85,10.81,-1.27,3516.2,83.13,50,1
2097600,2097604.25,2.12,1887.07,3995.2,50,84.48,12.85,10.81,-1.25,3574.69,83.12,50,1
2098200,2098204.25,2.13,1904.72,4062.83,50,84.49,12.85,10.81,-1.23,3633.18,83.12,50,1
2098800,2098802,2.15,1922.23,4130.29,50,84.5,12.85,10.81,-1.21,3720.72,83.1,50,1
2099400,2099404.25,2.15,1927.16,4149.1,50,84.51,12.85,10.83,-1.2,3749.87,83.1,50,1
2100000,2100004.25,2.16,1932.13,4168.08,50,84.52,12.85,10.84,-1.2,3765.39,83.1,50,1
2100600,2100604.25,2.16,1937.09,4187.06,50,84.53,12.85,10.84,-1.2,3780.91,83.1,50,1
2101200,2101204.25,2.17,1942.05,4206.04,50,84.53,12.85,10.84,-1.2,3796.43,83.1,50,1
2101800,2101804.25,2.17,1946.99,4225.02,50,84.54,12.85,10.84,-1.2,3811.95,83.1,50,1
2102400,2102402,2.17,1952.24,4245.22,50,84.55,12.85,10.84,-1.2,3835.18,83.1,50,1
2103000,2103004.25,2.17,1945.43,4218.5,50,84.55,12.85,10.85,-1.2,3842.71,83.1,50,1
2103600,2103604.25,2.16,1939,4193.33,50,84.55,12.85,10.86,-1.08,3818.15,83.04,50,1
2104200,2104204.25,2.16,1932.55,4168.16,50,84.55,12.85,10.86,-0.97,3793.58,82.98,50,1
2104800,2104804.25,2.15,1926.09,4142.99,50,84.55,12.85,10.86,-0.85,3769.01,82.92,50,1
